id,name,description,abstraction,type,labels
CWE-758,"Reliance on Undefined, Unspecified, or Implementation-Defined Behavior","The software uses an API function, data structure, or other entity in a way that relies on properties that are not always guaranteed to hold for that entity.",Class,Weakness,CWE;Weakness
CWE-759,Use of a One-Way Hash without a Salt,"The software uses a one-way cryptographic hash against an input that should not be reversible, such as a password, but the software does not also use a salt as part of the input.",Variant,Weakness,CWE;Weakness
CWE-76,Improper Neutralization of Equivalent Special Elements,"The software properly neutralizes certain special elements, but it improperly neutralizes equivalent special elements.",Base,Weakness,CWE;Weakness
CWE-760,Use of a One-Way Hash with a Predictable Salt,"The software uses a one-way cryptographic hash against an input that should not be reversible, such as a password, but the software uses a predictable salt as part of the input.",Variant,Weakness,CWE;Weakness
CWE-761,Free of Pointer not at Start of Buffer,"The application calls free() on a pointer to a memory resource that was allocated on the heap, but the pointer is not at the start of the buffer.",Variant,Weakness,CWE;Weakness
CWE-762,Mismatched Memory Management Routines,"The application attempts to return a memory resource to the system, but it calls a release function that is not compatible with the function that was originally used to allocate that resource.",Variant,Weakness,CWE;Weakness
CWE-763,Release of Invalid Pointer or Reference,"The application attempts to return a memory resource to the system, but calls the wrong release function or calls the appropriate release function incorrectly.",Base,Weakness,CWE;Weakness
CWE-764,Multiple Locks of a Critical Resource,"The software locks a critical resource more times than intended, leading to an unexpected state in the system.",Base,Weakness,CWE;Weakness
CWE-765,Multiple Unlocks of a Critical Resource,"The software unlocks a critical resource more times than intended, leading to an unexpected state in the system.",Base,Weakness,CWE;Weakness
CWE-766,Critical Data Element Declared Public,"The software declares a critical variable, field, or member to be public when intended security policy requires it to be private.",Variant,Weakness,CWE;Weakness
CWE-767,Access to Critical Private Variable via Public Method,The software defines a public method that reads or modifies a private variable.,Variant,Weakness,CWE;Weakness
CWE-768,Incorrect Short Circuit Evaluation,"The software contains a conditional statement with multiple logical expressions in which one of the non-leading expressions may produce side effects. This may lead to an unexpected state in the program after the execution of the conditional, because short-circuiting logic may prevent the side effects from occurring.",Variant,Weakness,CWE;Weakness
CWE-769,DEPRECATED: Uncontrolled File Descriptor Consumption,This entry has been deprecated because it was a duplicate of CWE-774. All content has been transferred to CWE-774.,Base,Weakness,CWE;Weakness
CWE-77,Improper Neutralization of Special Elements used in a Command ('Command Injection'),"The software constructs all or part of a command using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify the intended command when it is sent to a downstream component.",Class,Weakness,CWE;Weakness
CWE-770,Allocation of Resources Without Limits or Throttling,"The software allocates a reusable resource or group of resources on behalf of an actor without imposing any restrictions on the size or number of resources that can be allocated, in violation of the intended security policy for that actor.",Base,Weakness,CWE;Weakness
CWE-771,Missing Reference to Active Allocated Resource,"The software does not properly maintain a reference to a resource that has been allocated, which prevents the resource from being reclaimed.",Base,Weakness,CWE;Weakness
CWE-772,Missing Release of Resource after Effective Lifetime,"The software does not release a resource after its effective lifetime has ended, i.e., after the resource is no longer needed.",Base,Weakness,CWE;Weakness
CWE-773,Missing Reference to Active File Descriptor or Handle,"The software does not properly maintain references to a file descriptor or handle, which prevents that file descriptor/handle from being reclaimed.",Variant,Weakness,CWE;Weakness
CWE-774,Allocation of File Descriptors or Handles Without Limits or Throttling,"The software allocates file descriptors or handles on behalf of an actor without imposing any restrictions on how many descriptors can be allocated, in violation of the intended security policy for that actor.",Variant,Weakness,CWE;Weakness
CWE-775,Missing Release of File Descriptor or Handle after Effective Lifetime,"The software does not release a file descriptor or handle after its effective lifetime has ended, i.e., after the file descriptor/handle is no longer needed.",Variant,Weakness,CWE;Weakness
CWE-776,Improper Restriction of Recursive Entity References in DTDs ('XML Entity Expansion'),"The software uses XML documents and allows their structure to be defined with a Document Type Definition (DTD), but it does not properly control the number of recursive definitions of entities.",Base,Weakness,CWE;Weakness
CWE-777,Regular Expression without Anchors,"The software uses a regular expression to perform neutralization, but the regular expression is not anchored and may allow malicious or malformed data to slip through.",Variant,Weakness,CWE;Weakness
CWE-778,Insufficient Logging,"When a security-critical event occurs, the software either does not record the event or omits important details about the event when logging it.",Base,Weakness,CWE;Weakness
CWE-779,Logging of Excessive Data,"The software logs too much information, making log files hard to process and possibly hindering recovery efforts or forensic analysis after an attack.",Base,Weakness,CWE;Weakness
CWE-78,Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),"The software constructs all or part of an OS command using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify the intended OS command when it is sent to a downstream component.",Base,Weakness,CWE;Weakness
CWE-780,Use of RSA Algorithm without OAEP,"The software uses the RSA algorithm but does not incorporate Optimal Asymmetric Encryption Padding (OAEP), which might weaken the encryption.",Variant,Weakness,CWE;Weakness
CWE-781,Improper Address Validation in IOCTL with METHOD_NEITHER I/O Control Code,"The software defines an IOCTL that uses METHOD_NEITHER for I/O, but it does not validate or incorrectly validates the addresses that are provided.",Variant,Weakness,CWE;Weakness
CWE-782,Exposed IOCTL with Insufficient Access Control,"The software implements an IOCTL with functionality that should be restricted, but it does not properly enforce access control for the IOCTL.",Variant,Weakness,CWE;Weakness
CWE-783,Operator Precedence Logic Error,The program uses an expression in which operator precedence causes incorrect logic to be used.,Base,Weakness,CWE;Weakness
CWE-784,Reliance on Cookies without Validation and Integrity Checking in a Security Decision,"The application uses a protection mechanism that relies on the existence or values of a cookie, but it does not properly ensure that the cookie is valid for the associated user.",Variant,Weakness,CWE;Weakness
CWE-785,Use of Path Manipulation Function without Maximum-sized Buffer,"The software invokes a function for normalizing paths or file names, but it provides an output buffer that is smaller than the maximum possible size, such as PATH_MAX.",Variant,Weakness,CWE;Weakness
CWE-786,Access of Memory Location Before Start of Buffer,The software reads or writes to a buffer using an index or pointer that references a memory location prior to the beginning of the buffer.,Base,Weakness,CWE;Weakness
CWE-787,Out-of-bounds Write,"The software writes data past the end, or before the beginning, of the intended buffer.",Base,Weakness,CWE;Weakness
CWE-788,Access of Memory Location After End of Buffer,The software reads or writes to a buffer using an index or pointer that references a memory location after the end of the buffer.,Base,Weakness,CWE;Weakness
CWE-789,Memory Allocation with Excessive Size Value,"The product allocates memory based on an untrusted, large size value, but it does not ensure that the size is within expected limits, allowing arbitrary amounts of memory to be allocated.",Variant,Weakness,CWE;Weakness
CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),The software does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,Base,Weakness,CWE;Weakness
CWE-790,Improper Filtering of Special Elements,"The software receives data from an upstream component, but does not filter or incorrectly filters special elements before sending it to a downstream component.",Class,Weakness,CWE;Weakness
CWE-791,Incomplete Filtering of Special Elements,"The software receives data from an upstream component, but does not completely filter special elements before sending it to a downstream component.",Base,Weakness,CWE;Weakness
CWE-792,Incomplete Filtering of One or More Instances of Special Elements,"The software receives data from an upstream component, but does not completely filter one or more instances of special elements before sending it to a downstream component.",Variant,Weakness,CWE;Weakness
CWE-793,Only Filtering One Instance of a Special Element,"The software receives data from an upstream component, but only filters a single instance of a special element before sending it to a downstream component.",Variant,Weakness,CWE;Weakness
CWE-794,Incomplete Filtering of Multiple Instances of Special Elements,"The software receives data from an upstream component, but does not filter all instances of a special element before sending it to a downstream component.",Variant,Weakness,CWE;Weakness
CWE-795,Only Filtering Special Elements at a Specified Location,"The software receives data from an upstream component, but only accounts for special elements at a specified location, thereby missing remaining special elements that may exist before sending it to a downstream component.",Base,Weakness,CWE;Weakness
CWE-796,Only Filtering Special Elements Relative to a Marker,"The software receives data from an upstream component, but only accounts for special elements positioned relative to a marker (e.g. 'at the beginning/end of a string; the second argument'), thereby missing remaining special elements that may exist before sending it to a downstream component.",Variant,Weakness,CWE;Weakness
CWE-797,Only Filtering Special Elements at an Absolute Position,"The software receives data from an upstream component, but only accounts for special elements at an absolute position (e.g. 'byte number 10'), thereby missing remaining special elements that may exist before sending it to a downstream component.",Variant,Weakness,CWE;Weakness
CWE-798,Use of Hard-coded Credentials,"The software contains hard-coded credentials, such as a password or cryptographic key, which it uses for its own inbound authentication, outbound communication to external components, or encryption of internal data.",Base,Weakness,CWE;Weakness
CWE-799,Improper Control of Interaction Frequency,"The software does not properly limit the number or frequency of interactions that it has with an actor, such as the number of incoming requests.",Class,Weakness,CWE;Weakness
CWE-8,J2EE Misconfiguration: Entity Bean Declared Remote,"When an application exposes a remote interface for an entity bean, it might also expose methods that get or set the bean's data. These methods could be leveraged to read sensitive information, or to change data in ways that violate the application's expectations, potentially leading to other vulnerabilities.",Variant,Weakness,CWE;Weakness
CWE-80,Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),"The software receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special characters such as '<', '>', and '&' that could be interpreted as web-scripting elements when they are sent to a downstream component that processes web pages.",Variant,Weakness,CWE;Weakness
CWE-804,Guessable CAPTCHA,"The software uses a CAPTCHA challenge, but the challenge can be guessed or automatically recognized by a non-human actor.",Base,Weakness,CWE;Weakness
CWE-805,Buffer Access with Incorrect Length Value,"The software uses a sequential operation to read or write a buffer, but it uses an incorrect length value that causes it to access memory that is outside of the bounds of the buffer.",Base,Weakness,CWE;Weakness
CWE-806,Buffer Access Using Size of Source Buffer,"The software uses the size of a source buffer when reading from or writing to a destination buffer, which may cause it to access memory that is outside of the bounds of the buffer.",Variant,Weakness,CWE;Weakness
CWE-807,Reliance on Untrusted Inputs in a Security Decision,"The application uses a protection mechanism that relies on the existence or values of an input, but the input can be modified by an untrusted actor in a way that bypasses the protection mechanism.",Base,Weakness,CWE;Weakness
CWE-81,Improper Neutralization of Script in an Error Message Web Page,"The software receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special characters that could be interpreted as web-scripting elements when they are sent to an error page.",Variant,Weakness,CWE;Weakness
CWE-82,Improper Neutralization of Script in Attributes of IMG Tags in a Web Page,"The web application does not neutralize or incorrectly neutralizes scripting elements within attributes of HTML IMG tags, such as the src attribute.",Variant,Weakness,CWE;Weakness
CWE-820,Missing Synchronization,The software utilizes a shared resource in a concurrent manner but does not attempt to synchronize access to the resource.,Base,Weakness,CWE;Weakness
CWE-821,Incorrect Synchronization,"The software utilizes a shared resource in a concurrent manner, but it does not correctly synchronize access to the resource.",Base,Weakness,CWE;Weakness
CWE-822,Untrusted Pointer Dereference,"The program obtains a value from an untrusted source, converts this value to a pointer, and dereferences the resulting pointer.",Base,Weakness,CWE;Weakness
CWE-823,Use of Out-of-range Pointer Offset,"The program performs pointer arithmetic on a valid pointer, but it uses an offset that can point outside of the intended range of valid memory locations for the resulting pointer.",Base,Weakness,CWE;Weakness
CWE-824,Access of Uninitialized Pointer,The program accesses or uses a pointer that has not been initialized.,Base,Weakness,CWE;Weakness
CWE-825,Expired Pointer Dereference,"The program dereferences a pointer that contains a location for memory that was previously valid, but is no longer valid.",Base,Weakness,CWE;Weakness
CWE-826,Premature Release of Resource During Expected Lifetime,The program releases a resource that is still intended to be used by the program itself or another actor.,Base,Weakness,CWE;Weakness
CWE-827,Improper Control of Document Type Definition,"The software does not restrict a reference to a Document Type Definition (DTD) to the intended control sphere. This might allow attackers to reference arbitrary DTDs, possibly causing the software to expose files, consume excessive system resources, or execute arbitrary http requests on behalf of the attacker.",Variant,Weakness,CWE;Weakness
CWE-828,Signal Handler with Functionality that is not Asynchronous-Safe,"The software defines a signal handler that contains code sequences that are not asynchronous-safe, i.e., the functionality is not reentrant, or it can be interrupted.",Base,Weakness,CWE;Weakness
CWE-829,Inclusion of Functionality from Untrusted Control Sphere,"The software imports, requires, or includes executable functionality (such as a library) from a source that is outside of the intended control sphere.",Base,Weakness,CWE;Weakness
CWE-83,Improper Neutralization of Script in Attributes in a Web Page,"The software does not neutralize or incorrectly neutralizes 'javascript:' or other URIs from dangerous attributes within tags, such as onmouseover, onload, onerror, or style.",Variant,Weakness,CWE;Weakness
CWE-830,Inclusion of Web Functionality from an Untrusted Source,"The software includes web functionality (such as a web widget) from another domain, which causes it to operate within the domain of the software, potentially granting total access and control of the software to the untrusted source.",Variant,Weakness,CWE;Weakness
CWE-831,Signal Handler Function Associated with Multiple Signals,The software defines a function that is used as a handler for more than one signal.,Base,Weakness,CWE;Weakness
CWE-832,Unlock of a Resource that is not Locked,The software attempts to unlock a resource that is not locked.,Base,Weakness,CWE;Weakness
CWE-833,Deadlock,"The software contains multiple threads or executable segments that are waiting for each other to release a necessary lock, resulting in deadlock.",Base,Weakness,CWE;Weakness
CWE-834,Excessive Iteration,The software performs an iteration or loop without sufficiently limiting the number of times that the loop is executed.,Class,Weakness,CWE;Weakness
CWE-835,Loop with Unreachable Exit Condition ('Infinite Loop'),"The program contains an iteration or loop with an exit condition that cannot be reached, i.e., an infinite loop.",Base,Weakness,CWE;Weakness
CWE-836,Use of Password Hash Instead of Password for Authentication,"The software records password hashes in a data store, receives a hash of a password from a client, and compares the supplied hash to the hash obtained from the data store.",Base,Weakness,CWE;Weakness
CWE-837,"Improper Enforcement of a Single, Unique Action","The software requires that an actor should only be able to perform an action once, or to have only one unique action, but the software does not enforce or improperly enforces this restriction.",Base,Weakness,CWE;Weakness
CWE-838,Inappropriate Encoding for Output Context,"The software uses or specifies an encoding when generating output to a downstream component, but the specified encoding is not the same as the encoding that is expected by the downstream component.",Base,Weakness,CWE;Weakness
CWE-839,Numeric Range Comparison Without Minimum Check,"The program checks a value to ensure that it is less than or equal to a maximum, but it does not also verify that the value is greater than or equal to the minimum.",Base,Weakness,CWE;Weakness
CWE-84,Improper Neutralization of Encoded URI Schemes in a Web Page,The web application improperly neutralizes user-controlled input for executable script disguised with URI encodings.,Variant,Weakness,CWE;Weakness
CWE-841,Improper Enforcement of Behavioral Workflow,"The software supports a session in which more than one behavior must be performed by an actor, but it does not properly ensure that the actor performs the behaviors in the required sequence.",Base,Weakness,CWE;Weakness
CWE-842,Placement of User into Incorrect Group,The software or the administrator places a user into an incorrect group.,Base,Weakness,CWE;Weakness
CWE-843,Access of Resource Using Incompatible Type ('Type Confusion'),"The program allocates or initializes a resource such as a pointer, object, or variable using one type, but it later accesses that resource using a type that is incompatible with the original type.",Base,Weakness,CWE;Weakness
CWE-85,Doubled Character XSS Manipulations,The web application does not filter user-controlled input for executable script disguised using doubling of the involved characters.,Variant,Weakness,CWE;Weakness
CWE-86,Improper Neutralization of Invalid Characters in Identifiers in Web Pages,"The software does not neutralize or incorrectly neutralizes invalid characters or byte sequences in the middle of tag names, URI schemes, and other identifiers.",Variant,Weakness,CWE;Weakness
CWE-862,Missing Authorization,The software does not perform an authorization check when an actor attempts to access a resource or perform an action.,Class,Weakness,CWE;Weakness
CWE-863,Incorrect Authorization,"The software performs an authorization check when an actor attempts to access a resource or perform an action, but it does not correctly perform the check. This allows attackers to bypass intended access restrictions.",Class,Weakness,CWE;Weakness
CWE-87,Improper Neutralization of Alternate XSS Syntax,The software does not neutralize or incorrectly neutralizes user-controlled input for alternate script syntax.,Variant,Weakness,CWE;Weakness
CWE-88,Improper Neutralization of Argument Delimiters in a Command ('Argument Injection'),"The software constructs a string for a command to executed by a separate component
in another control sphere, but it does not properly delimit the
intended arguments, options, or switches within that command string.",Base,Weakness,CWE;Weakness
CWE-89,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),"The software constructs all or part of an SQL command using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify the intended SQL command when it is sent to a downstream component.",Base,Weakness,CWE;Weakness
CWE-9,J2EE Misconfiguration: Weak Access Permissions for EJB Methods,"If elevated access rights are assigned to EJB methods, then an attacker can take advantage of the permissions to exploit the software system.",Variant,Weakness,CWE;Weakness
CWE-90,Improper Neutralization of Special Elements used in an LDAP Query ('LDAP Injection'),"The software constructs all or part of an LDAP query using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify the intended LDAP query when it is sent to a downstream component.",Base,Weakness,CWE;Weakness
CWE-908,Use of Uninitialized Resource,The software uses or accesses a resource that has not been initialized.,Base,Weakness,CWE;Weakness
CWE-909,Missing Initialization of Resource,The software does not initialize a critical resource.,Base,Weakness,CWE;Weakness
CWE-91,XML Injection (aka Blind XPath Injection),"The software does not properly neutralize special elements that are used in XML, allowing attackers to modify the syntax, content, or commands of the XML before it is processed by an end system.",Base,Weakness,CWE;Weakness
CWE-910,Use of Expired File Descriptor,The software uses or accesses a file descriptor after it has been closed.,Base,Weakness,CWE;Weakness
CWE-911,Improper Update of Reference Count,"The software uses a reference count to manage a resource, but it does not update or incorrectly updates the reference count.",Base,Weakness,CWE;Weakness
CWE-912,Hidden Functionality,"The software contains functionality that is not documented, not part of the specification, and not accessible through an interface or command sequence that is obvious to the software's users or administrators.",Class,Weakness,CWE;Weakness
CWE-913,Improper Control of Dynamically-Managed Code Resources,"The software does not properly restrict reading from or writing to dynamically-managed code resources such as variables, objects, classes, attributes, functions, or executable instructions or statements.",Class,Weakness,CWE;Weakness
CWE-914,Improper Control of Dynamically-Identified Variables,The software does not properly restrict reading from or writing to dynamically-identified variables.,Base,Weakness,CWE;Weakness
CWE-915,Improperly Controlled Modification of Dynamically-Determined Object Attributes,"The software receives input from an upstream component that specifies multiple attributes, properties, or fields that are to be initialized or updated in an object, but it does not properly control which attributes can be modified.",Base,Weakness,CWE;Weakness
CWE-916,Use of Password Hash With Insufficient Computational Effort,"The software generates a hash for a password, but it uses a scheme that does not provide a sufficient level of computational effort that would make password cracking attacks infeasible or expensive.",Base,Weakness,CWE;Weakness
CWE-917,Improper Neutralization of Special Elements used in an Expression Language Statement ('Expression Language Injection'),"The software constructs all or part of an expression language (EL) statement in a framework such as a Java Server Page (JSP) using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify the intended EL statement before it is executed.",Base,Weakness,CWE;Weakness
CWE-918,Server-Side Request Forgery (SSRF),"The web server receives a URL or similar request from an upstream component and retrieves the contents of this URL, but it does not sufficiently ensure that the request is being sent to the expected destination.",Base,Weakness,CWE;Weakness
CWE-92,DEPRECATED: Improper Sanitization of Custom Special Characters,"This entry has been deprecated. It originally came from PLOVER, which sometimes defined 'other' and 'miscellaneous' categories in order to satisfy exhaustiveness requirements for taxonomies. Within the context of CWE, the use of a more abstract entry is preferred in mapping situations. CWE-75 is a more appropriate mapping.",Base,Weakness,CWE;Weakness
CWE-920,Improper Restriction of Power Consumption,"The software operates in an environment in which power is a limited resource that cannot be automatically replenished, but the software does not properly restrict the amount of power that its operation consumes.",Base,Weakness,CWE;Weakness
CWE-921,Storage of Sensitive Data in a Mechanism without Access Control,The software stores sensitive information in a file system or device that does not have built-in access control.,Base,Weakness,CWE;Weakness
CWE-922,Insecure Storage of Sensitive Information,The software stores sensitive information without properly limiting read or write access by unauthorized actors.,Class,Weakness,CWE;Weakness
CWE-923,Improper Restriction of Communication Channel to Intended Endpoints,"The software establishes a communication channel to (or from) an endpoint for privileged or protected operations, but it does not properly ensure that it is communicating with the correct endpoint.",Class,Weakness,CWE;Weakness
CWE-924,Improper Enforcement of Message Integrity During Transmission in a Communication Channel,"The software establishes a communication channel with an endpoint and receives a message from that endpoint, but it does not sufficiently ensure that the message was not modified during transmission.",Base,Weakness,CWE;Weakness
CWE-925,Improper Verification of Intent by Broadcast Receiver,The Android application uses a Broadcast Receiver that receives an Intent but does not properly verify that the Intent came from an authorized source.,Variant,Weakness,CWE;Weakness
CWE-926,Improper Export of Android Application Components,"The Android application exports a component for use by other applications, but does not properly restrict which applications can launch the component or access the data it contains.",Variant,Weakness,CWE;Weakness
CWE-927,Use of Implicit Intent for Sensitive Communication,The Android application uses an implicit intent for transmitting sensitive data to other applications.,Variant,Weakness,CWE;Weakness
CWE-93,Improper Neutralization of CRLF Sequences ('CRLF Injection'),"The software uses CRLF (carriage return line feeds) as a special element, e.g. to separate lines or records, but it does not neutralize or incorrectly neutralizes CRLF sequences from inputs.",Base,Weakness,CWE;Weakness
CWE-939,Improper Authorization in Handler for Custom URL Scheme,"The software uses a handler for a custom URL scheme, but it does not properly restrict which actors can invoke the handler using the scheme.",Base,Weakness,CWE;Weakness
CWE-94,Improper Control of Generation of Code ('Code Injection'),"The software constructs all or part of a code segment using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify the syntax or behavior of the intended code segment.",Base,Weakness,CWE;Weakness
CWE-940,Improper Verification of Source of a Communication Channel,"The software establishes a communication channel to handle an incoming request that has been initiated by an actor, but it does not properly verify that the request is coming from the expected origin.",Base,Weakness,CWE;Weakness
CWE-941,Incorrectly Specified Destination in a Communication Channel,"The software creates a communication channel to initiate an outgoing request to an actor, but it does not correctly specify the intended destination for that actor.",Base,Weakness,CWE;Weakness
CWE-942,Permissive Cross-domain Policy with Untrusted Domains,The software uses a cross-domain policy file that includes domains that should not be trusted.,Variant,Weakness,CWE;Weakness
CWE-943,Improper Neutralization of Special Elements in Data Query Logic,"The application generates a query intended to access or manipulate data in a data store such as a database, but it does not neutralize or incorrectly neutralizes special elements that can modify the intended logic of the query.",Class,Weakness,CWE;Weakness
CWE-95,Improper Neutralization of Directives in Dynamically Evaluated Code ('Eval Injection'),"The software receives input from an upstream component, but it does not neutralize or incorrectly neutralizes code syntax before using the input in a dynamic evaluation call (e.g. 'eval').",Variant,Weakness,CWE;Weakness
CWE-96,Improper Neutralization of Directives in Statically Saved Code ('Static Code Injection'),"The software receives input from an upstream component, but it does not neutralize or incorrectly neutralizes code syntax before inserting the input into an executable resource, such as a library, configuration file, or template.",Base,Weakness,CWE;Weakness
CWE-97,Improper Neutralization of Server-Side Includes (SSI) Within a Web Page,"The software generates a web page, but does not neutralize or incorrectly neutralizes user-controllable input that could be interpreted as a server-side include (SSI) directive.",Variant,Weakness,CWE;Weakness
CWE-98,Improper Control of Filename for Include/Require Statement in PHP Program ('PHP Remote File Inclusion'),"The PHP application receives input from an upstream component, but it does not restrict or incorrectly restricts the input before its usage in 'require,' 'include,' or similar functions.",Variant,Weakness,CWE;Weakness
CWE-99,Improper Control of Resource Identifiers ('Resource Injection'),"The software receives input from an upstream component, but it does not restrict or incorrectly restricts the input before it is used as an identifier for a resource that may be outside the intended sphere of control.",Class,Weakness,CWE;Weakness
CWE-1,DEPRECATED: Location,,,Category,CWE;Category
CWE-10,DEPRECATED: ASP.NET Environment Issues,,,Category,CWE;Category
CWE-100,DEPRECATED: Technology-Specific Input Validation Problems,,,Category,CWE;Category
CWE-1001,SFP Secondary Cluster: Use of an Improper API,,,Category,CWE;Category
CWE-1002,SFP Secondary Cluster: Unexpected Entry Points,,,Category,CWE;Category
CWE-1005,7PK - Input Validation and Representation,,,Category,CWE;Category
CWE-1006,Bad Coding Practices,,,Category,CWE;Category
CWE-1009,Audit,,,Category,CWE;Category
CWE-101,DEPRECATED: Struts Validation Problems,,,Category,CWE;Category
CWE-1010,Authenticate Actors,,,Category,CWE;Category
CWE-1011,Authorize Actors,,,Category,CWE;Category
CWE-1012,Cross Cutting,,,Category,CWE;Category
CWE-1013,Encrypt Data,,,Category,CWE;Category
CWE-1014,Identify Actors,,,Category,CWE;Category
CWE-1015,Limit Access,,,Category,CWE;Category
CWE-1016,Limit Exposure,,,Category,CWE;Category
CWE-1017,Lock Computer,,,Category,CWE;Category
CWE-1018,Manage User Sessions,,,Category,CWE;Category
CWE-1019,Validate Inputs,,,Category,CWE;Category
CWE-1020,Verify Message Integrity,,,Category,CWE;Category
CWE-1027,OWASP Top Ten 2017 Category A1 - Injection,,,Category,CWE;Category
CWE-1028,OWASP Top Ten 2017 Category A2 - Broken Authentication,,,Category,CWE;Category
CWE-1029,OWASP Top Ten 2017 Category A3 - Sensitive Data Exposure,,,Category,CWE;Category
CWE-1030,OWASP Top Ten 2017 Category A4 - XML External Entities (XXE),,,Category,CWE;Category
CWE-1031,OWASP Top Ten 2017 Category A5 - Broken Access Control,,,Category,CWE;Category
CWE-1032,OWASP Top Ten 2017 Category A6 - Security Misconfiguration,,,Category,CWE;Category
CWE-1033,OWASP Top Ten 2017 Category A7 - Cross-Site Scripting (XSS),,,Category,CWE;Category
CWE-1034,OWASP Top Ten 2017 Category A8 - Insecure Deserialization,,,Category,CWE;Category
CWE-1035,OWASP Top Ten 2017 Category A9 - Using Components with Known Vulnerabilities,,,Category,CWE;Category
CWE-1036,OWASP Top Ten 2017 Category A10 - Insufficient Logging & Monitoring,,,Category,CWE;Category
CWE-1129,CISQ Quality Measures (2016) - Reliability,,,Category,CWE;Category
CWE-1130,CISQ Quality Measures (2016) - Maintainability,,,Category,CWE;Category
CWE-1131,CISQ Quality Measures (2016) - Security,,,Category,CWE;Category
CWE-1132,CISQ Quality Measures (2016) - Performance Efficiency,,,Category,CWE;Category
CWE-1134,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 00. Input Validation and Data Sanitization (IDS),,,Category,CWE;Category
CWE-1135,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 01. Declarations and Initialization (DCL),,,Category,CWE;Category
CWE-1136,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 02. Expressions (EXP),,,Category,CWE;Category
CWE-1137,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 03. Numeric Types and Operations (NUM),,,Category,CWE;Category
CWE-1138,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 04. Characters and Strings (STR),,,Category,CWE;Category
CWE-1139,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 05. Object Orientation (OBJ),,,Category,CWE;Category
CWE-1140,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 06. Methods (MET),,,Category,CWE;Category
CWE-1141,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 07. Exceptional Behavior (ERR),,,Category,CWE;Category
CWE-1142,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 08. Visibility and Atomicity (VNA),,,Category,CWE;Category
CWE-1143,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 09. Locking (LCK),,,Category,CWE;Category
CWE-1144,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 10. Thread APIs (THI),,,Category,CWE;Category
CWE-1145,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 11. Thread Pools (TPS),,,Category,CWE;Category
CWE-1146,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 12. Thread-Safety Miscellaneous (TSM),,,Category,CWE;Category
CWE-1147,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 13. Input Output (FIO),,,Category,CWE;Category
CWE-1148,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 14. Serialization (SER),,,Category,CWE;Category
CWE-1149,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 15. Platform Security (SEC),,,Category,CWE;Category
CWE-1150,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 16. Runtime Environment (ENV),,,Category,CWE;Category
CWE-1151,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 17. Java Native Interface (JNI),,,Category,CWE;Category
CWE-1152,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 49. Miscellaneous (MSC),,,Category,CWE;Category
CWE-1153,SEI CERT Oracle Secure Coding Standard for Java - Guidelines 50. Android (DRD),,,Category,CWE;Category
CWE-1155,SEI CERT C Coding Standard - Guidelines 01. Preprocessor (PRE),,,Category,CWE;Category
CWE-1156,SEI CERT C Coding Standard - Guidelines 02. Declarations and Initialization (DCL),,,Category,CWE;Category
CWE-1157,SEI CERT C Coding Standard - Guidelines 03. Expressions (EXP),,,Category,CWE;Category
CWE-1158,SEI CERT C Coding Standard - Guidelines 04. Integers (INT),,,Category,CWE;Category
CWE-1159,SEI CERT C Coding Standard - Guidelines 05. Floating Point (FLP),,,Category,CWE;Category
CWE-1160,SEI CERT C Coding Standard - Guidelines 06. Arrays (ARR),,,Category,CWE;Category
CWE-1161,SEI CERT C Coding Standard - Guidelines 07. Characters and Strings (STR),,,Category,CWE;Category
